	phpbb_privmsgs	phpbb_styles_theme	phpbb_acl_roles	phpbb_lang	phpbb_forums_access	phpbb_extension_groups	phpbb_styles_imageset_data	phpbb_acl_groups	phpbb_forums_watch	phpbb_styles_imageset	phpbb_drafts	phpbb_modules	phpbb_bbcodes	phpbb_profile_fields	phpbb_privmsgs_to	phpbb_ext	phpbb_user_group	phpbb_confirm	phpbb_sessions	phpbb_forums	phpbb_profile_fields_data	phpbb_icons	phpbb_user_notifications	phpbb_acl_options	phpbb_sessions_keys	phpbb_search_wordlist	phpbb_topics_watch	phpbb_reports_reasons	phpbb_styles_template	phpbb_warnings	phpbb_topics_posted	phpbb_users	phpbb_reports	phpbb_migrations	phpbb_poll_options	phpbb_acl_users	phpbb_login_attempts	phpbb_profile_fields_lang	phpbb_disallow	phpbb_notification_types	phpbb_attachments	phpbb_zebra	phpbb_bots	phpbb_moderator_cache	phpbb_topics_track	phpbb_log	phpbb_groups	phpbb_profile_lang	phpbb_smilies	phpbb_topics	phpbb_privmsgs_rules	phpbb_ranks	phpbb_styles_template_data	phpbb_styles	phpbb_teampage	phpbb_bookmarks	phpbb_search_wordmatch	phpbb_extensions	phpbb_acl_roles_data	phpbb_posts	phpbb_poll_votes	phpbb_banlist	phpbb_config_text	phpbb_notifications	phpbb_config	phpbb_words	phpbb_privmsgs_folder	phpbb_search_results	phpbb_sitelist	phpbb_forums_track	
phpbb_privmsgs	-	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
phpbb_styles_theme	1	-	0	0	0	0	11	0	0	12	1	0	1	9	0	9	0	0	0	3	0	0	0	0	0	0	0	0	16	0	0	9	5	2	0	0	4	0	1	0	0	0	1	1	0	0	7	0	0	1	0	0	13	14	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
phpbb_acl_roles	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_lang	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_forums_access	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_extension_groups	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_styles_imageset_data	0	11	0	0	0	0	-	0	0	12	0	0	1	8	0	7	0	0	0	2	0	0	0	0	0	0	0	0	11	0	0	7	3	1	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_acl_groups	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_forums_watch	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_styles_imageset	1	12	0	0	0	0	12	0	0	-	1	0	1	8	0	7	0	0	0	3	0	0	0	0	0	0	0	0	12	0	0	8	3	1	0	0	4	0	1	0	0	0	1	1	0	0	7	0	0	1	0	0	11	12	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
phpbb_drafts	2	1	0	0	0	0	0	0	0	1	-	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
phpbb_modules	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_bbcodes	0	1	0	0	0	0	1	0	0	1	0	0	-	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_profile_fields	0	9	0	0	0	0	8	0	0	8	0	0	1	-	0	7	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7	4	2	0	0	4	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_privmsgs_to	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_ext	0	9	0	0	0	0	7	0	0	7	0	0	1	7	0	-	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	6	4	2	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_user_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_confirm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_sessions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_forums	2	3	0	0	0	0	2	0	0	3	2	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	0	2	0	0	2	3	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
phpbb_profile_fields_data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_icons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_user_notifications	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	5	3	1	0	0	0	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
phpbb_acl_options	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_sessions_keys	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_search_wordlist	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_topics_watch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_reports_reasons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_styles_template	1	16	0	0	0	0	11	0	0	12	1	0	1	9	0	9	0	0	0	3	0	0	0	0	0	0	0	0	-	0	0	9	5	2	0	0	4	0	1	0	0	0	1	1	0	0	7	0	0	1	0	0	13	14	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
phpbb_warnings	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_topics_posted	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_users	2	9	0	0	0	0	7	0	0	8	1	0	1	7	0	6	0	1	0	3	0	0	5	0	0	0	0	0	9	0	0	-	7	3	0	0	2	0	1	4	0	0	1	1	0	0	17	0	0	1	0	0	7	9	4	0	0	0	0	1	0	0	0	5	1	0	0	0	0	0
phpbb_reports	1	5	0	0	0	0	3	0	0	3	0	0	0	4	0	4	0	0	0	1	0	0	3	0	0	0	0	0	5	0	0	7	-	2	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
phpbb_migrations	0	2	0	0	0	0	1	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	2	-	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
phpbb_poll_options	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_acl_users	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_login_attempts	0	4	0	0	0	0	4	0	0	4	0	0	1	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	-	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_profile_fields_lang	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_disallow	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	-	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
phpbb_notification_types	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	-	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
phpbb_attachments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_zebra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_bots	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	-	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
phpbb_moderator_cache	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	-	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
phpbb_topics_track	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_log	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phpbb_groups	1	7	0	0	0	0	6	0	0	7	1	0	3	13	0	4	0	0	0	2	0	0	4	0	0	0	0	0	7	0	0	17	4	0	0	0	3	0	1	3	0	0	1	1	0	0	-	0	0	1	0	0	6	7	5	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0
