	searchindex	old	/*$wgDBPrefix*/protected_titles	tag_summary	pagelinks	imagelinks	querycache_info	recentchanges	validate	revision	globalnamespaces	page	user_groups	recentlinkchanges	config	valid_tag	querycachetwo	groups	categorylinks	hitcounter	user_properties	text	msg_resource	trackbacks	random	image	job	logging	log_search	change_tag	category	ipblocks	imageredirects	user_former_groups	protected_titles	blobs	interwiki	externallinks	user_rights	updatelog	msg_resource_links	page_restrictions	globalinterwiki	user_restrictions	oldimage	page_props	site_stats	redirect	querycache	langlinks	watchlist	globaltemplatelinks	l10n_cache	links	user_newtalk	transcache	math	concurrencycheck	objectcache	brokenlinks	external_user	module_deps	uploadstash	templatelinks	cur	iwlinks	filearchive	archive	group	user	linkscc	
querycachetwo	3	0	0	0	3	3	1	3	0	3	0	3	1	0	0	2	-	0	3	0	0	1	0	3	0	3	3	3	2	2	2	4	0	0	2	0	4	1	0	2	0	1	0	0	3	0	1	3	4	3	3	0	2	0	2	1	1	0	2	0	2	0	0	3	0	2	3	3	0	3	0
groups	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
categorylinks	3	0	0	0	3	3	1	3	0	3	0	3	1	0	0	2	3	0	-	0	0	1	2	3	0	3	3	3	2	2	2	3	0	0	2	0	3	1	0	2	2	1	0	0	3	0	2	3	3	3	3	0	2	0	2	1	1	0	1	0	2	2	0	3	0	2	3	3	0	3	0
hitcounter	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
user_properties	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
text	1	1	0	0	1	1	1	1	0	2	0	2	1	0	0	0	1	0	1	0	0	-	0	1	0	1	1	2	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	2	1	1	0	1	0	0	0	0	1	1	0	1	2	0	1	0
msg_resource	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
trackbacks	3	0	0	0	3	3	1	3	0	4	0	4	2	0	0	2	3	0	3	1	0	1	0	-	0	3	3	3	2	2	2	3	0	0	3	0	3	1	0	2	0	2	0	0	3	1	1	3	3	3	3	0	2	0	2	1	1	0	1	0	2	0	1	3	0	2	3	3	0	3	0
random	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
image	3	1	0	0	4	3	1	3	0	3	0	3	1	0	0	2	3	0	3	0	0	1	0	3	0	-	3	3	2	2	2	4	0	0	2	0	3	1	0	2	0	1	0	0	7	0	1	3	3	3	3	0	2	0	2	1	1	0	1	0	2	0	0	3	1	2	4	3	0	5	0
job	3	0	0	0	3	3	1	3	0	3	0	3	1	0	0	2	3	0	3	0	0	1	0	3	0	3	-	3	2	2	2	3	0	0	2	0	3	1	0	2	0	1	0	0	3	0	1	3	3	3	3	0	2	0	2	1	1	0	1	0	2	0	0	3	0	2	3	3	0	3	0
logging	3	0	0	0	3	3	2	6	0	3	0	4	1	0	0	2	3	0	3	0	0	1	0	3	0	3	3	-	2	2	2	5	0	0	2	0	3	1	1	2	0	2	0	0	3	0	1	3	4	3	4	0	2	0	2	2	1	0	1	0	3	0	0	3	0	2	5	5	0	4	0
log_search	2	0	0	0	2	2	0	2	0	2	0	2	0	0	0	2	2	0	2	0	0	0	0	2	0	2	2	2	-	2	2	2	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	3	2	2	2	0	2	0	1	0	0	0	0	0	2	0	0	2	0	2	2	2	0	2	0
change_tag	2	0	0	0	2	2	0	2	0	2	0	2	0	0	0	2	2	0	2	0	0	0	0	2	0	2	2	2	2	-	2	2	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	2	2	2	2	0	2	0	1	0	0	0	0	0	2	0	0	2	0	2	2	2	0	2	0
category	2	0	0	0	2	2	0	2	0	2	0	2	0	0	0	2	2	0	2	0	0	0	0	2	0	2	2	2	2	2	-	2	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	2	2	2	2	0	2	0	1	0	0	0	0	0	2	0	0	2	0	2	2	2	0	2	0
ipblocks	3	1	0	0	3	3	1	4	0	3	0	3	1	0	0	2	4	0	3	0	0	1	0	3	0	4	3	4	2	2	2	-	0	0	2	0	4	1	0	2	0	1	0	0	3	1	1	3	4	3	3	0	2	0	2	1	1	0	3	0	2	0	0	3	1	2	4	4	0	4	0
imageredirects	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
user_former_groups	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protected_titles	2	0	1	0	2	2	0	2	0	3	0	2	1	0	0	2	2	0	2	0	0	0	0	3	0	2	2	2	2	2	2	2	1	0	-	0	2	0	0	2	0	1	0	0	2	1	0	2	2	2	2	0	2	0	1	0	0	0	0	0	2	0	0	2	0	2	2	2	0	2	0
blobs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
interwiki	3	0	0	0	3	3	1	3	0	3	0	3	1	0	0	2	4	0	3	0	0	1	0	3	0	3	3	3	2	2	2	4	0	0	2	0	-	1	0	2	0	1	0	0	3	0	1	3	4	3	3	0	2	0	2	1	1	0	2	0	2	0	0	3	0	2	3	3	0	3	0
externallinks	1	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	-	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	2	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0
user_rights	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
updatelog	2	0	0	0	2	2	0	2	0	2	0	2	0	0	0	2	2	0	2	0	0	0	0	2	0	2	2	2	2	2	3	2	0	0	2	0	3	0	0	-	0	0	0	0	2	0	0	2	2	2	2	0	2	0	1	0	0	0	0	0	2	0	0	2	0	2	2	2	0	2	0
msg_resource_links	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
page_restrictions	1	0	0	0	1	1	1	1	0	2	0	1	2	0	0	0	1	0	1	0	0	1	0	2	0	1	1	2	0	0	0	1	0	0	1	0	1	1	0	0	0	-	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0
globalinterwiki	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
user_restrictions	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	-	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oldimage	3	0	0	0	4	3	1	3	0	3	0	3	1	0	0	2	3	0	3	0	0	1	0	3	0	7	3	3	2	2	2	4	0	0	2	0	3	1	0	2	0	1	0	0	-	0	1	3	3	3	3	0	2	0	2	1	1	0	1	0	2	0	0	3	0	2	4	3	0	3	0
page_props	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
site_stats	1	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	2	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	-	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0
redirect	3	0	0	0	3	3	1	3	0	3	0	3	1	0	0	2	4	0	3	0	0	1	0	3	0	3	3	3	2	2	2	3	0	0	2	0	3	1	0	2	0	1	0	0	3	0	1	-	3	3	3	0	3	0	2	1	1	0	1	0	2	0	0	3	0	2	3	3	0	3	0
querycache	3	0	0	0	3	3	1	4	0	3	0	4	1	0	0	2	4	0	3	0	0	1	0	3	0	3	3	4	2	2	2	3	0	0	2	0	4	1	0	2	0	1	0	0	3	0	1	3	-	3	4	0	2	0	2	1	1	0	3	0	2	0	0	3	0	2	3	4	0	3	0
langlinks	3	0	0	0	3	3	2	3	0	3	0	3	1	0	0	2	3	0	3	0	0	1	0	3	0	3	3	3	2	2	2	3	0	0	2	0	3	1	0	2	0	1	0	0	3	0	1	3	3	-	3	0	2	0	2	1	1	0	1	0	2	0	0	3	0	2	3	3	0	3	0
watchlist	3	1	0	0	3	3	1	4	0	4	0	5	1	0	0	2	3	0	3	0	0	2	0	3	0	3	3	4	2	2	2	3	0	0	2	0	3	1	0	2	0	1	0	0	3	0	1	3	4	3	-	0	2	0	3	1	1	0	1	0	2	0	0	3	1	2	3	4	0	4	0
globaltemplatelinks	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
l10n_cache	2	0	0	0	2	2	0	2	0	2	0	2	0	0	0	2	2	0	2	0	0	0	0	2	0	2	2	2	2	2	2	2	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	2	2	2	2	0	-	0	1	0	0	0	0	0	2	0	0	2	0	2	2	2	0	2	0
links	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
user_newtalk	1	1	0	0	1	1	1	1	0	2	0	2	1	0	0	0	1	0	2	0	0	2	0	1	0	1	1	1	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	1	0	1	1	1	1	2	0	0	0	-	1	1	0	1	0	0	0	0	1	1	0	1	1	0	2	0
transcache	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
math	1	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	-	0	1	0	0	0	0	1	0	0	1	1	0	1	0
concurrencycheck	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0
objectcache	1	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	2	0	2	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	1	1	0	1	1	2	1	1	0	0	0	1	1	1	0	-	0	0	0	0	1	0	0	1	1	0	1	0
brokenlinks	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	1
external_user	2	0	0	0	2	2	0	2	0	2	0	2	0	0	0	2	2	0	2	0	0	0	0	2	0	2	2	2	2	2	2	2	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	2	2	2	2	0	2	0	1	1	0	0	0	0	-	0	0	2	0	2	2	2	0	2	0
module_deps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0
uploadstash	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0
templatelinks	3	0	0	0	3	3	1	3	0	3	0	3	1	0	0	2	3	0	3	0	0	1	0	3	0	3	3	3	2	2	2	3	0	0	2	0	3	2	0	2	0	1	0	0	3	0	1	3	3	3	3	0	2	0	2	1	1	0	1	0	2	0	0	-	0	2	3	3	0	3	0
cur	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	1	0
iwlinks	2	0	0	0	2	2	0	2	0	2	0	2	0	0	0	2	2	0	2	0	0	0	0	2	0	2	2	2	2	2	2	2	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	2	2	2	2	0	2	0	1	0	0	0	0	0	2	0	0	2	0	-	2	2	0	2	0
filearchive	3	0	0	0	3	3	2	5	1	3	0	3	1	0	0	2	3	0	3	0	0	1	0	3	0	4	3	5	2	2	2	4	0	0	2	0	3	1	0	2	0	1	0	0	4	0	1	3	3	3	3	0	2	0	2	2	1	0	1	0	2	0	0	3	0	2	-	4	0	3	0
archive	3	0	0	0	3	3	1	5	0	6	1	6	1	0	0	2	3	0	3	0	0	2	0	3	0	3	3	5	2	2	2	4	0	0	2	0	3	1	0	2	0	1	1	0	3	0	1	3	4	3	4	1	2	0	4	1	1	0	1	0	2	0	0	3	0	2	4	-	0	4	0
group	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0
user	3	4	0	0	3	3	1	3	0	4	1	4	1	0	0	2	3	0	3	0	0	2	0	3	0	5	3	3	2	2	2	5	0	0	2	1	3	1	1	2	0	1	1	0	3	0	1	4	4	3	4	1	2	0	3	1	1	0	1	0	2	0	0	3	3	2	3	4	0	-	0
linkscc	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-
