biosql.csv
WC: 0.0	WT: 0.0
PreProcessingChanges:ON	PreProcessingTime:ON
Phases	dTime	dChange	avgDChange
0@1	19.81272	2.0	0.005194805
1@2	13.842352	2.0	0.005194805
2@3	85.75745	1.0	0.038961038
3@4	20.875732	46.0	0.04155844
4@5	4.9669504	16.0	0.08311688
5@6	14.7711935	16.0	0.036363635
6@7	50.352364	16.0	0.04155844
7@8	497.28464	2.0	0.005194805
8@9	31.675945	2.0	0.005194805
9@10	163.48642	2.0	0.005194805
10@11	1533.192	2.0	0.005194805


