filesHandler/input/biosql.csv
WC: 0.0	WT: 0.0
PreProcessingChanges:OFF	PreProcessingTime:OFF
Phases	dTime	dChange	avgDChange
0@1	0.5320095	0.0	0.025974026
1@2	3.3277779	0.0	0.0
2@3	497.28464	2.0	0.005194805
3@4	31.675945	2.0	0.005194805
4@5	168.66096	0.0	0.0
5@6	1061.0815	0.0	0.0
6@7	0.52664304	0.0	0.0
7@8	1.4063593	0.0	0.0
8@9	0.0070921984	0.0	0.0
9@10	163.48642	2.0	0.005194805
10@11	1533.192	2.0	0.005194805


