filesHandler/input/coppermine.csv
WC: 0.0	WT: 1.0
PreProcessingChanges:OFF	PreProcessingTime:OFF
Phases	dTime	dChange	avgDChange
0@1	110.49909	0.0	0.0
1@2	84.72803	4.0	0.0069444445
2@3	80.072296	1.0	0.0069444445
3@4	90.136215	0.0	0.0
4@5	79.08246	0.0	0.0
5@6	86.63416	3.0	0.0069444445
6@7	128.52646	2.0	0.0
7@8	132.30122	0.0	0.0069444445
8@9	214.35097	0.0	0.0
9@10	133.66783	0.0	0.0
10@11	80.62732	0.0	0.0


