opencart.csv
WC: 0.5	WT: 0.5
PreProcessingChanges:ON	PreProcessingTime:ON
Phases	dTime	dChange	avgDChange
0@1	3.3503428	2.0	0.015873017
1@2	43.107212	600.0	0.17636684
2@3	108.18312	586.0	0.17372134
3@4	127.09483	14.0	0.10023516
4@5	3.2329788	710.0	0.10376249
5@6	160.39056	2.0	0.019988243
6@7	8.194787	12.0	0.020282187
7@8	341.62	134.0	5.8788946E-4
8@9	9.346407	3.0	2.9394473E-4


