filesHandler/input/phpBB.csv
WC: 0.0	WT: 0.0
PreProcessingChanges:ON	PreProcessingTime:ON
Phases	dTime	dChange	avgDChange
0@1	3.897293	2.0	0.0031055901
1@2	17.285295	7.0	0.0031055901
2@3	6.0603666	12.0	0.011387164
3@4	7.365969	14.0	0.015527951
4@5	24.547625	19.0	0.0051759835
5@6	4.258558	17.0	0.00931677
6@7	3.4151537	1.0	0.008281574
7@8	5.2973523	15.0	0.00931677
8@9	13.976111	4.0	0.004140787
9@10	6.26857	2.0	0.014492754
10@11	55.413757	8.0	0.0020703934


